FEN,Move
r2r2k1/p3ppbp/1n4p1/qp1P4/2p1PP2/2P1BB2/P2Q2PP/2R2RK1 b - - 2 17,a5a3
8/5RP1/p7/3b4/3k4/5PBK/r2p4/8 w - - 2 51,g7g8q
8/2b2R2/2p3k1/1pP1p3/1P2P1qp/rB4P1/2Q3K1/8 w - - 3 44,c2f2
rnbqkb1r/p3pppp/2p2n2/1p6/2pPP3/2N2N2/PP2BPPP/R1BQK2R b KQkq - 1 6,b5b4
8/6p1/1k6/2p4p/3p3P/1P1P1P2/R1P1r1PK/8 w - - 2 43,h2g3
2r3k1/pp2bpp1/7p/q1n1B3/b1r5/PPNR1N2/1Q3PPP/5RK1 w - - 4 23,d3e3
rnbqk2r/ppp1ppbp/6p1/3n4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,e2e4
r1r5/pb3ppk/4p2p/1Pq5/2nN1BQ1/2P5/5PPP/R3R1K1 w - - 9 23,a1d1
3r4/pp1b2pk/6N1/3P1ppP/2Bnr3/8/P4PP1/2RR2K1 w - - 0 25,f2f3
7r/5k1P/2p2P2/6p1/1p6/1P4P1/8/2K4R w - - 0 39,h1h6
5bk1/1p3p1p/5qp1/p2B4/4Q3/7P/Pn3PP1/1R4K1 w - - 2 34,d5f7
1rbq1rnk/4b1np/3p2p1/2pPpp2/2P1P3/5NNP/2QBBPP1/1R4K1 w - - 0 23,b1b8
8/1R1nkp2/p2p1bp1/p1pP4/2P3r1/3KPNPR/8/8 w - - 2 32,b7a7
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R b KQkq - 3 7,c5d4
2r3k1/pbpqrp1p/1p1p1np1/3P4/8/2RQN1P1/PP2PPBP/2R3K1 b - - 3 19,f6g4
8/7p/1q4pk/3Q1p2/2Bp4/7P/5PP1/6K1 w - - 2 37,g2g3
r2qk2r/pp1bppbp/2np1np1/8/3NP3/2N1B3/PPPQBPPP/R3K2R w KQkq - 2 11,e1c1
r3k2r/pp1b1ppp/1q2p3/3pP3/3b1P2/2P3P1/PP2B2P/1R1QK2R w Kkq - 0 16,d1d4
r4rk1/p1qp1p2/bp2pp1p/n1p5/2PPP3/P1PB1P1N/3Q2PP/R3K2R b KQ - 1 14,g8g7
3r2k1/2p1q1pp/1p2b3/4P3/p3P3/P6P/1PQ1B1P1/5RK1 b - - 1 27,d8d4
r2n1r1k/1pp1b1pp/p2p4/P3p3/2Q1P1B1/2P1B2P/1q3PP1/3R1RK1 b - - 1 21,c7c6
6r1/1B2kp1p/8/1pN1pp2/p7/1PP5/bK3PPP/3R4 b - - 1 30,a2b3
8/1r4k1/1p1n2pp/p1pPpp2/P1P1P3/3K1PPP/5B2/1R6 b - - 0 35,f5e4
r1bqkb1r/pppn1ppp/4pn2/8/2Q5/5NP1/PP1PPPBP/RNB1K2R b KQkq - 0 6,a7a6
r1bqk2r/p1p2p2/1p1ppn1p/n5p1/2PPP3/P1PB1P2/5BPP/R2QK1NR b KQkq - 1 11,c8a6
3r4/5k2/R3n1p1/1p6/1PnpPp1P/3N4/5P1P/3R2K1 w - - 4 34,d1a1
r4rk1/pb2p1b1/1p2Npp1/3qB3/4n3/1PP1QN2/1P3PP1/R3K2R w KQ - 2 21,e6g7
r1b1r1k1/pp3pp1/2nq1n1p/3pN3/3P1P2/3B3P/PP2N1P1/R2Q1RK1 b - - 0 15,f6e4
6k1/2pr1pPp/1p4p1/p2n4/b1P5/1N6/1R3PPP/3R1BK1 b - - 0 26,d5c3
2b1r3/p5kp/6p1/2pPN3/2Pp1PP1/8/P1r3P1/R3R1K1 w - - 1 30,a1b1
1k1rr3/p1nqp3/1p6/2pP1p1p/5P2/P1Q5/1PP2BP1/2KRR3 b - - 0 23,c7b5
r4rk1/4ppbp/p1p3p1/1q1pPb2/3P4/1NP1B2P/P3QPP1/R4RK1 w - - 5 17,e2d2
2r2rk1/1p3pbp/p1b1p1p1/2p1N1Pn/3q1P2/1P2Q3/PBPPN2P/2KRR3 b - - 4 17,d4e3
8/kp1r1p2/8/2p5/2q5/4Q3/PP1p2P1/KB1N4 b - - 3 43,d7d4
2r1k3/5pp1/pQq1b3/P3n1P1/1Bp5/8/1PP1B3/1K1R4 w - - 1 37,b6e3
r1bqkb1r/ppp2ppp/8/3pP3/8/2PB4/P1P2PPP/R1BQK2R b KQkq - 0 8,f8e7
r3k1r1/1b1nqpb1/2p1p2p/p7/Np1PP1pP/PPp3B1/2Q1BPP1/3RK2R w Kq - 0 20,e1g1
r2q1rk1/4ppbp/2p2np1/3p4/1PP5/p3PN2/PB2QPPP/2R2RK1 w - - 0 16,b2d4
1rr1q1k1/5pp1/1P1p3p/6b1/2BRP3/1Q3P2/6PP/1R4K1 w - - 1 32,b6b7
r1bqk2r/ppp2ppp/2nb4/8/3PPp2/2N2N1P/PP3PP1/R2QKB1R b KQkq - 0 9,e8g8
rn1q1rk1/pp3p2/5n1p/3p1bp1/2pP4/P1P1P1B1/3N1PPP/R2QKB1R w KQ - 0 13,h2h4
2qrrbk1/5ppp/p7/1p3b2/3B4/P1P2PP1/1P1N2QP/R3R1K1 b - - 0 23,e8e6
r1bq1rk1/ppp1bppp/1nn5/4p3/4P3/2NPBN2/PP2BPPP/R2QK2R w KQ - 5 9,e1g1
r2qr1k1/pb2bp1p/1pn1pnp1/6B1/3P3P/P1NB1N2/1P2QPP1/2RR2K1 b - - 1 15,a8c8
rn1q1rk1/pb4pp/1pp1pn2/3pNp2/2PP1P2/2N1P3/PP3PBP/2RQK2R b K - 3 11,b8d7
rnbqk2r/ppp2ppp/4pn2/3p4/3P1P2/5N2/PPPN1PPP/R2QKB1R b KQkq - 0 6,d8d6
rq3rk1/1p3ppp/p1nbpn2/P2p4/3P4/1NPBB2P/1P3PP1/R2Q1RK1 b - - 6 17,b8c7
rnbqkbnr/pp2pppp/8/8/2Pp4/Pp1P1NP1/4PP1P/RNBQKB1R b KQkq - 0 6,b8c6
r1b1kb1r/1p2pppp/pqn2n2/3p4/3P1B2/1N3N2/PPP2PPP/R2QKB1R w KQkq - 0 8,f1e2
rn1q1rk1/3bppb1/3p1np1/pB5p/P2NP3/2N1BP2/1P1Q2PP/R3K2R w KQ - 1 15,e1g1
1r2b1k1/6np/4p1p1/4N3/1r1p1PP1/RPp1P3/2B3KP/5R2 w - - 0 36,e5d3
8/8/7p/1R3ppk/P4P2/1r5P/6PK/8 b - - 0 55,b3a3
2r2rk1/pb2q1np/1p2n1p1/2ppPp2/3P1P2/2NB4/PP1QN1PP/3R1R1K w - - 0 20,c3b5
1nbr4/6bk/1qp3pp/4p3/2B1P1n1/1PB2NN1/5PP1/2QR2K1 w - - 3 30,c3e1
r4rk1/p3b1p1/1pbqpnB1/2pp2N1/3P1P1P/2P1P3/PP1N4/R2QK2R w KQ - 3 18,h4h5
r1bqkb1r/1p2pppp/2p5/p2nB3/P1NP4/2P2Q2/1P3PPP/R3KB1R b KQkq - 0 13,d5f6
8/5k1p/6p1/3Nbp2/P3p3/1r4PP/R4PK1/8 b - - 2 32,f7e6
4rrk1/pbq2ppp/1pnbpn2/3pN3/3P4/2P4P/PP1NQPP1/RBB1R1K1 b - - 7 13,f6d7
2kr3r/pp3pp1/1q1ppn2/3p4/3P3p/3NPP1P/PPPQ2P1/1K1RR3 w - - 3 17,c2c3
3rr3/1pp1qpkp/1n4p1/p1bPPp1P/8/P1N2N2/1P3PP1/2QRR1K1 w - - 2 23,c1f4
r1b1r1k1/pp3ppp/2pq1nn1/3p4/3P4/2NBPN1P/PPQ2PP1/R4RK1 w - - 2 14,a1b1
r3k2r/pp1q1ppp/2nbpn2/3pN3/3P1Bb1/1QPB4/PP1N1PPP/R3K2R b KQkq - 3 10,d7c7
2k2rn1/pb6/1p1r2pp/3PppN1/2P5/3P2P1/P5BP/4RRK1 w - - 0 24,g5e6
r1bqr1k1/pp3ppp/8/8/2B2P2/8/PP3QPP/3R1RK1 b - - 3 19,d8c7
r1b1r1k1/5ppp/1npq2n1/1p1p2P1/p2P3P/2NBPN2/PPQ2P2/1K1R3R w - - 1 19,h4h5
rn1qkb1r/pb1p1ppp/1p3n2/2pP4/8/5NP1/PP2PPBP/RNBQK2R b KQkq - 0 7,b7d5
r4rk1/ppqbppbp/2n3p1/2p5/2BPP2P/2P1B3/P3NPP1/1R1Q1RK1 w - - 5 13,h4h5
rnb1k2r/pp3ppp/3qpn2/2pp4/3P4/4PN2/PPPN1PPP/R2QKB1R w KQkq - 0 7,d4c5
8/1b3Qpk/1p3p2/2p5/6rq/P5RN/1P2P2K/4R3 w - - 4 32,g3g4
2rq1rk1/1p2bppp/p3p1b1/P2p4/3PnB2/1NPB4/1P3PPP/R2QR1K1 b - - 2 17,e4d6
r1bq1rk1/2p1bpp1/p1np1n1p/1p2p3/4P3/1B1P1N1P/PPPB1PP1/RN1Q1RK1 w - - 0 10,f1e1
r1b2rk1/1p4p1/p1n1p2p/5P2/8/q1P2NP1/2Q2PP1/1B1R1RK1 b - - 0 20,e6f5
r1bq1rk1/p3ppb1/2p1n1p1/1p1p3p/2nP3P/1P1BPNB1/P1PQNPP1/R4RK1 w - - 1 15,b3c4
4r1k1/1r1npp1p/p2p2p1/B1pP4/N1Pb2P1/1P3P1P/P7/3RRK2 b - - 0 29,f7f6
1r2k3/3nppb1/p1Q3p1/6P1/5B2/1P6/1qP5/1NK4R w - - 0 26,c1d1
r4rk1/1p2bppp/p2qp3/4nP2/2PPQ1P1/4B2P/PP6/R4RK1 w - - 0 21,d4e5
2krr3/1pp4p/p4n2/4p1p1/P1N2p2/2qP3P/4QPP1/1R2R1K1 b - - 1 26,e5e4
1rq5/4n1k1/p2p2pn/3P2Np/2b1P2P/2P2P2/3Q2P1/R1B3K1 b - - 0 25,e7g8
2kr4/pp1q1pb1/3pn1p1/3Np3/6Q1/6PP/PPP2P2/1K1R3R w - - 2 24,h3h4
rn3b1r/1bk1ppqp/6p1/pQpP4/1pB5/2P1PN2/P4PPP/1R3RK1 w - - 0 16,b5c5
r4rk1/pp3p2/4bN1p/6p1/3q4/6B1/PP3PPP/1R1Q1RK1 b - - 0 18,d4f6
r7/1R1bk1np/3p2p1/3Ppp2/1PP5/3B3P/2N2PP1/6K1 w - - 3 36,c4c5
r7/5pk1/1q1p1bp1/2pPp2P/1nP1P3/1Q3N1b/1P1NKP2/1B4R1 b - - 2 24,b6c7
1k4rr/1p1n3p/p3qp2/4pN2/3pP3/P4Q2/1P3PPP/1R3RK1 w - - 6 25,b2b4
r1bqk1nr/2p2pbp/p1n3p1/1p1p4/3PP3/5N2/PPB2PPP/RNBQK2R w KQkq - 0 9,e4d5
rn1qkb1r/ppp1pppp/3n4/3p1b2/3P1B2/4PP2/PPP3PP/RN1QKBNR w KQkq - 1 6,g2g4
1N4k1/5p1p/4bq2/pp2p1p1/n7/6P1/PP2PPB1/2RR2K1 w - - 3 25,b8d7
6kb/p4p1p/1p2p1pP/4P3/3P4/4KP2/P1Q3P1/2N2q2 b - - 2 25,f1g1
4k1r1/6r1/p1n1BQP1/1p1pp3/7N/2q1P3/Pn2KP2/R6R b - - 1 25,c3c2
rn1qkb1r/1p3pp1/p3bn2/3Pp2p/8/1NN1B2P/PPP2PP1/R2QKBR1 b Qkq - 0 10,f6d5
rn1qk2r/4bppp/p2pbn2/1p2p1P1/4P3/1NN1B3/PPP1BP1P/R2QK1R1 b Qkq - 0 11,f6d7
3q1rk1/1b2p1bp/p2p2p1/1p6/2n1PPP1/P1NQB3/1PP5/1K1R2R1 b - - 2 21,c4e3
r4rk1/p1q1bp1p/4b2p/npp1P3/3NNP2/2P5/P1Q1B1PP/R4RK1 w - - 0 17,d4b5
6k1/5p1p/4r1pP/6P1/1P6/2NB4/2P2P2/2K4b b - - 1 30,g8f8
rnbq1rk1/pp3ppp/5n2/3p4/1b1P4/2NB4/PP2NPPP/R1BQ1RK1 b - - 1 9,h7h6
r2qr1k1/pp2bppp/2p1bn2/8/8/1PNN1Q1P/1PP2PP1/R1BR2K1 w - - 3 14,c1e3
2r1kb1r/1pqb1p2/p1npp1p1/7n/4P2P/PNN1B3/1PPQBP2/R3K1R1 w Qk - 4 16,e1c1
r2qk2r/1p1nppbp/p1np2p1/2p5/4P3/2P2QPP/PP1PNPB1/R1B2RK1 w kq - 1 11,f1d1
r1bq1rk1/1pp2pbp/p1np1np1/4p3/B3P3/2PP1N2/PP1N1PPP/R1BQR1K1 b - - 5 9,c8d7
2r2r1k/p5bp/3PR1p1/5qp1/Np6/1Q3P2/1P3P1P/3R2K1 w - - 7 27,d6d7
r1bqk2r/2pp1ppp/p1n2n2/1pb1p3/4P3/1B1P1N2/PPP2PPP/RNBQK2R w KQkq - 2 7,c2c3
8/2Nk4/1K5p/3p1Pp1/3np1P1/4P2P/8/8 w - - 0 56,e3d4
r1bq1rk1/p3bppp/2pp4/8/2B1PBn1/2N2Q2/PPP3PP/R4RK1 b - - 2 13,e7f6
r1qr2k1/5pp1/b1p4p/2P5/4R3/2Q4P/2B2PP1/R5K1 b - - 2 27,d8d5
4r1k1/8/1p1q2p1/1p3pB1/4pp1Q/2P4R/2P3PK/8 b - - 1 36,f4f3
r2q1rk1/1pp2ppp/2n1b3/p2p3n/1b1P1B1N/1QNBP3/PP3PPP/R4RK1 w - - 2 12,f4g3
r1b1kb1r/p1q2pp1/2pp2n1/2p1p2p/2N1P2P/3P1NP1/PPP1QP2/R1B1K2R w KQkq - 0 11,c1d2
6rk/p6p/1p2b1r1/3pPp1q/2nP4/3Q1R1B/P3P2P/2B2R1K w - - 11 31,h3f5
8/2k5/8/K6p/Pn2B1p1/8/5PP1/8 b - - 0 37,b4a2
4k2r/3qbpp1/pnB1p1p1/1p2P3/3p4/4P3/PP1B2PP/1KR4R w k - 2 23,c6d7
8/6R1/8/4n3/2p2k1p/2P4P/1P6/1K6 w - - 3 56,b1a2
8/p2kn1b1/1p2np2/2p2p1p/P1K5/2P1N1BP/1P2N1P1/8 b - - 5 36,d7c6
r1k4r/1bqR1Qp1/pp2p3/1B4Np/8/B1P4P/P4PPb/6K1 w - - 1 20,g1h1
r3kbnr/ppp1pppp/2n5/qB6/3P2b1/2N2N2/PPP2PPP/R1BQK2R b KQkq - 2 6,e8c8
1q3rk1/1b3pbp/2n1p1p1/2pnp3/1pN2P2/2PP1N2/1PQ1B1PP/5RBK w - - 0 18,g1c5
r1b1k2r/1p3ppp/1qn1pn2/3p4/p2P1P2/PN3N2/1P3PPP/1R1QKB1R w Kkq - 0 12,b3c1
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,c2c3
r1bq1rk1/pppnbppp/4pn2/8/2pP1B2/2N1PN2/PP2BPPP/R2QK2R w KQ - 0 8,e1g1
r1bqkb1r/ppp2ppp/2n5/3np3/8/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 1 6,d5b6
r1bq1rk1/pppnbppp/4p3/2Pp4/3P1P2/2NB1N2/PP3PPP/R2QK2R b KQ - 0 9,b7b6
5r1k/p5q1/1p2Q3/8/8/2P2b2/P4RP1/R5K1 b - - 1 33,g7c3
2R2b2/p4pk1/4p2p/1P4pb/8/3BP3/5PPP/6K1 b - - 0 31,f8d6
2bqr1k1/5ppp/1r3n2/2p1N3/1b2PP2/3PN3/1B2Q1PP/R4RK1 b - - 2 23,c8a6
r1b1r1k1/1pp2ppp/3p1n2/p1n1q3/2P2N2/1P3P2/P1P1BRPP/1RBQ2K1 w - - 0 15,d1d2
1R6/3K1k1p/2p4r/3pPpp1/8/4P1P1/1P3P2/8 b - - 0 65,h6e6
3R4/8/8/1KP5/p3k2p/P7/1P3p2/8 w - - 0 54,d8d1
r3rbk1/1bq2ppp/pn1pn3/1p2p3/1P1PP3/2P2NP1/1BQN1P1P/R3RBK1 w - - 0 21,d4d5
r1bq1rk1/1pp2pp1/1pn2n1p/3pp3/1P2P3/2PP1N1P/P1Q2PP1/R1B1KB1R w KQ - 0 11,f1e2
r2r2k1/5pbp/2QN2p1/p1P1P3/Pp1R4/1q5P/1P3PP1/4RK2 w - - 1 30,c6d5
r2q1rk1/1b1n1pbp/p2p2p1/1ppPp2n/4P3/1PP2N2/PBB1QPPP/RN3RK1 w - - 1 13,g2g3
6k1/1bpq1r1p/5pp1/8/ppR1P1P1/3PQ3/PP6/1K5R b - - 3 33,b4b3
r1bqr1k1/pp3pp1/8/3P3Q/2B1n3/4b3/PPP2PP1/2K1R2R w - - 0 20,e1e3
6r1/1p4k1/8/p1n2RP1/PbP1P3/8/8/3R2K1 w - - 1 35,f5e5
r1r3k1/1q5p/pB3pp1/P2bp3/1P5n/2R2P2/4B1P1/Q3R1K1 w - - 0 35,e1c1
8/2pr1k1p/1r3p2/1b1p4/p2P1BPP/P2p1PK1/3P4/RR6 w - - 0 31,b1b4
rnb2r2/pp3pk1/4p2p/q5p1/3N4/4P1P1/1PQ1KPP1/2R2B1R w - - 1 17,f2f4
r3k1nr/ppp2ppp/2p1bq2/8/1b2P3/2N1BQ2/PPP2PPP/R3KB1R w KQkq - 4 9,e1c1
rnb1qrk1/ppp1n1b1/3pp3/2PP2Bp/4p1pP/2N5/PP2BPP1/R2QNRK1 w - - 0 15,c5d6
r2qk2r/ppp1b1pp/2p5/4pp2/4P1b1/3PBN2/PPP2P2/RN1Q1R1K w kq - 0 12,f1g1
2r5/pp1R3k/8/1r2B2P/6p1/8/B4PP1/6K1 b - - 1 38,h7h6
rq3rk1/6pp/p3p3/3PP3/2n5/4Q3/RP4PP/1N1R2K1 w - - 1 22,e3d4
B4rk1/P1n1qp1p/3pb3/1p5N/3P4/4b3/1P4PP/R1RQ3K b - - 1 29,e3c1
5b1k/p4Q2/1p2p3/3pP1p1/3q2P1/1P6/P4PK1/8 w - - 0 36,f7f8
r2r1k2/p4p2/2nq1Np1/2bN1b2/1p3p2/P7/BPPQ1PP1/2KR3R w - - 6 23,h1h8
r1r3k1/p3b1pp/2p1pp2/3n4/3P4/1BNb2P1/PP1B1PP1/2RR2K1 b - - 4 21,g8f7
r4rk1/pp2nppp/2p1b1q1/3p4/P2PP3/2N1BP2/1P1Q2PP/4RRK1 b - - 3 16,a8e8
3q1k2/5p1p/r3p1pP/2p1P3/1pPpR3/1P1P1QP1/2r2P2/1R4K1 b - - 5 31,a6a2
3q1rk1/1p3p2/3p2p1/p1p1p1p1/P1P1P1PP/1PP3P1/3Q1K2/7R b - - 0 23,g8g7
r1bq1rk1/2p2ppp/p1np1n2/4p3/1bp1P3/2NP2PP/PP2NPB1/R1BQ1RK1 w - - 0 10,d3c4
5k2/2q5/pr3p1Q/5p2/3N3P/2b3P1/P4P2/2R3K1 b - - 3 36,f8g8
8/8/2p5/2k3P1/p1P1R3/P7/2Pr2K1/8 w - - 1 49,g2f3
4r2k/ppp2pR1/3p3p/5q1P/3P4/P4PQ1/1PPK2P1/8 w - - 1 27,g7g4
1k1r2r1/p1q2p1p/N1p2P1B/4p3/Pn4N1/1P3Q2/6P1/2R4K b - - 0 27,b4a6
7k/6rp/6q1/2bPp2p/1p2Rp1Q/5P2/4R1P1/7K w - - 0 45,e4e5
r1bq1rk1/3pbppp/p1n3n1/1pp1p3/4P3/2PPBN2/PPBN1PPP/R2Q1RK1 w - - 5 11,c2b3
r1b1kb1r/ppp1Nppp/3p4/8/4n3/8/PPPPnPPP/RNB1KB1R w KQkq - 0 9,e7d5
4r2k/pbp3pp/1n2r3/3n4/3B4/1B3PP1/P1Q4P/R5K1 w - - 4 23,c2f5
r1bqnrk1/pppnbppp/4p3/1N6/2BP1B2/P3PN2/1P3PPP/R2QK2R b KQ - 0 9,c7c5
1r2r1k1/1pq2ppp/pnp1bn2/3p4/PP1P4/Q1NBPN1P/5PP1/R1R3K1 b - - 0 17,b8a8
6k1/1R6/5p2/3r4/5PK1/1P6/5P2/8 w - - 3 37,b3b4
rnb2rk1/pp3pp1/5q1p/2pp4/1b1P4/1QN1PN2/PP3PPP/R3KB1R w KQ - 1 10,d4c5
2bk4/1p3p2/5P2/R1pPp3/2P1P3/P3r3/4B3/6K1 w - - 1 32,e2h5
r1bqk2r/ppp2ppp/2p2n2/2b1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,b1c3
2rqr1k1/pb3ppp/1p2pn2/3P4/4P3/1B2RN2/P2Q1PPP/3R2K1 b - - 0 17,e6d5
rnbq1rk1/ppp2pp1/4p2p/3p4/2PPn1P1/2B2N2/PP2PP1P/R2QKB1R w KQ - 1 9,d1c2
r4bk1/1p3b2/2p5/2n1nN2/p1PBP1P1/8/PP3NB1/2R3K1 b - - 0 33,a8e8
r2qk2r/pp2bppp/2n2n2/3p2B1/3P2b1/2N2N2/PP2BPPP/R2QK2R w KQkq - 2 10,e1g1
8/6p1/6pk/4p2P/4r1q1/6P1/PP1Q1P2/5RK1 b - - 2 37,g6g5
5nk1/1p5p/4p1p1/p1b1P3/P4PQ1/1N3R2/KPP1b2P/3r4 b - - 3 28,d1g1
6rk/p5Rp/2p2p1P/2Ppr1p1/6P1/P5P1/1R5K/8 w - - 1 46,g7a7
r3kb1r/5p2/p3q2p/1pnpP1p1/P1pQ2B1/6B1/1P3PPP/R4RK1 b kq - 2 20,c5b3
5k2/p5b1/1p4Rp/2r3p1/P1B1P1P1/3K4/P5P1/8 b - - 0 43,c5c7
2r3k1/Q2bp2p/1p3pp1/n2P4/4P3/5N1P/3BBPPK/q7 b - - 2 26,a1a4
r1b1r1k1/pp1nqpp1/2p4p/3p3n/3P4/2NBP3/PP1QNPPP/4RRK1 b - - 3 13,d7f8
r6r/3n1ppp/B2kp3/3n4/Pp1R4/4BP2/1PP3PP/2K1R3 w - - 0 25,a6b5
rn1qkb1r/1b2pppp/p2p1n2/1p6/3NP1P1/2N5/PPP2P1P/R1BQKBR1 w Qkq - 1 8,g4g5
8/4bk2/4p3/7q/4QP1P/6PK/8/8 b - - 14 61,h5d5
rnbq1rk1/ppp1ppbp/3p2p1/7n/3P1B2/4PN2/PPP1BPPP/RN1Q1RK1 w - - 2 7,f4g5
2rrn1k1/pp1b1pp1/1q2p2p/3pP3/8/P1PB1N2/1PQ2PPP/R3R1K1 b - - 2 17,d7b5
1k2r3/1p2r1p1/1bq1ppp1/3p1n2/p2P3P/P1PQ1NP1/1PN1RPK1/3R4 b - - 1 36,b6c7
1k1r2r1/pp1b1pp1/1qn1pn1p/3p4/1P6/B1PB1N2/P3QPPP/R4RK1 w - - 1 16,b4b5
2r5/4kpp1/1q1p1b2/1Br1p2p/P3P3/1Q3P2/1P4PP/1K1R3R b - - 0 22,f6g5
8/R7/8/3kp3/3np1PP/Pr2B3/K4P2/8 b - - 2 43,b3c3
8/8/Pb1p2p1/4k3/2Kp4/3B4/1P5P/8 w - - 5 54,c4b5
3r4/p4pk1/2r1B3/2q3Pp/4R3/4QP2/P5P1/5RK1 b - - 2 34,c5e3
r2qbrk1/2p1n1b1/1pPp1n1p/3P1p2/1P2p2N/2N2PP1/2Q3BP/1RB1R1K1 b - - 0 20,f6d5
1k2r1r1/ppp2b1p/5p2/3n1q2/3R4/1P4P1/PB1Q1PBP/R5K1 b - - 8 27,c7c6
2b1kr2/2p4p/2p3pP/p3p1B1/Pp2P3/1P1PK3/2P5/5R2 w - - 5 34,f1f8
r1bq1rk1/ppp2ppp/2p2n2/2b1p3/4P3/3P1N2/PPPNQPPP/R1B1K2R b KQ - 3 7,f8e8
r2q1rk1/1pp1npp1/1b2b2p/p2pP3/3P4/3B1Nn1/PP3PPP/R1BQR1K1 w - - 0 16,h2g3
rnbq1rk1/pp3ppp/4pn2/2pp4/1bPP4/P1NBP3/1P2NPPP/R1BQK2R b KQ - 0 7,b4c3
6k1/6p1/1r3pbp/2p5/p5P1/P1B2P1P/1PPR4/4K3 w - - 1 32,d2d8
r1b1rnk1/1pp2ppp/3q4/2p1p2P/p3P1P1/3PBN2/PPPQ1P2/R3K1R1 b Q - 0 15,b7b5
r2q1r1k/1pp3pp/p1nb4/4p3/1P2P1b1/P1B5/Q3BPPP/R3NRK1 b - - 4 19,g4d7
2rq1rk1/ppbnnppp/2p1p3/4P3/2pP4/2N2N1P/PP2QPP1/R1B2RK1 w - - 0 14,e2c4
6r1/p3b3/Pk1p3p/2pPp2P/1pP1N1p1/1P1KRrP1/5P2/5R2 b - - 4 44,g8f8
6k1/1p3p2/2b3pp/8/1P6/2P1N1P1/P1Q2PPK/4q3 b - - 0 31,h6h5
r2q1rk1/pb1n1ppp/1p2p3/8/1b1PP2P/3B1NB1/P4PP1/R2Q1K1R b - - 0 14,h7h6
2kR1b1r/pp4p1/n1p2p2/2n1p2p/P1N1P2P/2P2P2/1P2K1P1/RNB5 b - - 0 15,c8d8
5nk1/pp3p1p/2pqb1p1/5p2/2BP4/2P3N1/PP3PPP/4Q1K1 w - - 1 21,c4e6
rnbq1rk1/ppp1pnbp/3p1pp1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8,e2e4
5k2/1R1b1p2/2pP1np1/5p2/3P4/3Nb2P/4rPK1/3R4 w - - 0 35,g2f3
r4rk1/1pp2ppp/2n1qn2/p1b1p1B1/4P1P1/1PP2N1P/1P2QP2/R3KN1R b KQ - 2 14,f6e8
rn1qk2r/pp2ppb1/2p3p1/3n4/3P4/2N1P1PB/PP2N2P/R1BQ1RK1 b kq - 0 11,h8h3
r2qk2r/pp1nbppp/2p1p3/5b2/2B2Q2/3P1N2/PPPB1PPP/R4RK1 w kq - 3 12,d2c3
8/5pkp/r5p1/3PP3/1PQ1q3/P1R1bN1P/5KP1/8 w - - 0 40,f2f1
1rbq1rk1/pp2ppbp/2np1np1/2p5/4P3/2NPB1PP/PPP1NPB1/R2Q1RK1 b - - 0 9,b7b5
rnbq1rk1/1pp2pbp/3p1np1/p2Pp1B1/2P1P3/2N2N2/PP2BPPP/R2QK2R b KQ - 1 8,d8e8
r1bqkbnr/1p3ppp/2n1p3/p2pP3/1P1P4/5N2/2P2PPP/RNBQKB1R b KQkq - 0 7,a5b4
2kr3r/2q3pp/Q4p2/2b1pN2/4p3/2P5/1P3PPP/2B2RK1 b - - 0 24,c7b7
r1n2rk1/b2q2p1/3pp2p/1p2p3/3PP3/1QP2NNP/R4PP1/R5K1 b - - 0 25,e5d4
r1bqkb1r/p3pp1p/2p3p1/7n/3P4/5N2/PP1B1PPP/RN1QKB1R b KQkq - 1 9,f8h6
r2qkb1r/pp2pppp/1nnp4/7b/2PP4/3B1N1P/PP3PP1/RNBQK2R w KQkq - 1 9,c1e3
r4rk1/1p3pb1/p1ppq1pp/2n1p2P/4P3/2PPNN2/PP2QPP1/1K1R3R b - - 5 17,d6d5
r1b2rk1/p1q1ppbp/1pn3p1/2p1P1Bn/2B5/2P2N2/PP1NQPPP/R3R1K1 b - - 0 12,h7h6
r2q1rk1/pp1nbppp/2pppn2/7b/3P1B2/2P1P2P/PP1NBPP1/R2QNRK1 b - - 1 10,h5e2
r1b1qr1k/1p1pp2p/p5p1/3NPpPn/3Q4/1B6/PPP3PP/2KR3R b - - 0 16,e8d8
2kr3r/ppqn1pp1/2pb1n2/4p1N1/3P2pP/1QP5/PP2BPP1/R1B1K2R b KQ - 1 14,e5d4
rnbqk2r/ppp1ppbp/5np1/8/2QP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,e8g8
3qrrk1/pp4bp/2nnp1p1/3p4/5P2/2PB1N2/PP1BQ1PP/R4RK1 b - - 7 18,e6e5
b1r1qbk1/Q4p2/5np1/BN1pp2p/4P3/PPP2P2/1K4PP/3R3R w - - 1 27,b5c7
r2q1rk1/1pp1bppp/p3b3/n7/3NQ3/P1P1P3/1P2BPPP/R1B2RK1 b - - 0 14,e6d5
